date,global_refinary_output,petrol_pump_price,petrol_duty_per_litre,petrol_vat,diesel_pump_price,diesel_duty_per_litre,diesel_vat,avg_stock_level,avg_road_fuel_deliveries,avg_road_fuel_sales,gbp_to_usd_xrate,brent_crude_price,brent_crude_open_price,brent_crude_high_price,brent_crude_low_price,brent_crude_volume_traded,ngas_price,ngas_open_price,ngas_high_price,ngas_low_price,brent_crude_price_range
2021-11-28,312220.9,147.43857142857144,57.95,20.0,151.22714285714287,57.95,20.0,41.22711418,5606.0,6303.0,1.33425,31.88,33.88,34.11,31.79,74370,0.0205,0.021066666666666668,0.021333333333333333,0.020300000000000002,2.3200000000000003
2021-12-05,311914.8064516129,146.98142857142855,57.95,20.0,150.71,57.95,20.0,40.52466099,5874.0,6212.0,1.32325,31.33,31.28,31.84,31.28,179490,0.015833333333333335,0.016233333333333332,0.016433333333333335,0.015633333333333332,0.5599999999999987
2021-12-12,310818.96774193546,146.31571428571428,57.95,20.0,149.9842857142857,57.95,20.0,42.76681235,6097.0,6000.0,1.32725,32.91,32.65,33.36,32.65,63640,0.016133333333333333,0.016166666666666666,0.016533333333333334,0.016133333333333333,0.7100000000000009
2021-12-19,309723.12903225806,145.31142857142856,57.95,20.0,149.03142857142856,57.95,20.0,44.7559324,6349.0,5945.0,1.32465,32.58,32.91,32.91,32.32,24350,0.015633333333333332,0.015300000000000001,0.015566666666666666,0.0151,0.5899999999999963
2021-12-26,308627.29032258067,144.9542857142857,57.95,20.0,148.82999999999998,57.95,20.0,39.18984121,2164.0,3581.0,1.33875,33.46,34.0,34.0,33.5,3420,0.0154,0.01558,0.01566,0.015300000000000001,0.5
2022-01-02,306842.4193548387,145.02285714285713,57.95,20.0,148.84571428571428,57.95,20.0,45.32404637,5430.0,4735.0,1.35315,34.39,35.05,35.05,34.48,5510,0.0151,0.015349999999999999,0.0155,0.01515,0.5700000000000003
2022-01-09,300923.3548387097,144.85142857142856,57.95,20.0,148.67857142857144,57.95,20.0,48.18569981,5144.0,5528.0,1.35885,36.26,36.41,36.63,36.07,85900,0.016066666666666667,0.01626666666666667,0.016566666666666667,0.015933333333333334,0.5600000000000023
2022-01-16,295004.29032258067,144.80285714285716,57.95,20.0,148.69285714285712,57.95,20.0,46.12305053,5525.0,5811.0,1.36755,37.77,37.57,37.76,37.45,12810,0.017266666666666666,0.017233333333333333,0.017433333333333335,0.017166666666666667,0.30999999999999517
2022-01-23,289085.22580645164,144.86,57.95,20.0,148.7942857142857,57.95,20.0,44.1785872,5882.0,5792.0,1.3555,38.71,38.41,38.81,38.16,24030,0.016300000000000002,0.015933333333333334,0.01626666666666667,0.01576666666666667,0.6500000000000057
2022-01-30,283166.1612903226,145.6157142857143,57.95,20.0,149.5557142857143,57.95,20.0,42.87850711,5770.0,6122.0,1.34055,39.47,39.37,39.85,39.04,42750,0.020133333333333333,0.020166666666666666,0.020933333333333335,0.0195,0.8100000000000023
2022-02-06,286203.03571428574,146.24571428571429,57.95,20.0,150.21142857142857,57.95,20.0,43.65776764,5911.0,5843.0,1.35378,41.23,40.41,41.25,40.41,35940,0.018600000000000002,0.019733333333333332,0.019799999999999998,0.018566666666666665,0.8400000000000034
2022-02-13,292822.28571428574,146.86142857142858,57.95,20.0,150.9857142857143,57.95,20.0,42.99068176,5818.0,5747.0,1.35625,41.1,40.24,41.12,40.24,23160,0.0173,0.017333333333333336,0.017533333333333335,0.017066666666666667,0.8799999999999955
2022-02-20,299441.53571428574,147.65285714285716,57.95,20.0,151.82857142857142,57.95,20.0,42.1898142,5230.0,5551.0,1.35942,40.87,40.45,41.12,39.85,42270,0.0196,0.01916666666666667,0.019966666666666667,0.019133333333333332,1.269999999999996
2022-02-27,306060.78571428574,149.01285714285714,57.95,20.0,153.15857142857143,57.95,20.0,31.93600434,6122.0,6719.0,1.34075,41.96,43.86,44.01,41.94,79280,0.0189,0.0196,0.019666666666666666,0.018666666666666665,2.0700000000000003
2022-03-06,305710.5483870968,152.41714285714284,57.95,20.0,157.81714285714287,57.95,20.0,35.43249876,6399.0,6393.0,1.32275,51.18,49.66,51.84,49.22,32910,0.02093333333333333,0.021099999999999997,0.021666666666666667,0.020533333333333334,2.6200000000000045
2022-03-13,302572.51612903224,158.95857142857145,57.95,20.0,167.92,57.95,20.0,35.63015913,5858.0,5899.0,1.30385,50.44,50.44,51.13,48.94,69280,0.01983333333333333,0.019733333333333332,0.0201,0.019533333333333333,2.190000000000005
2022-03-20,299434.48387096776,164.59714285714287,57.95,20.0,176.32857142857142,57.95,20.0,38.1663895,6134.0,6040.0,1.3181,48.88,49.15,49.16,48.26,48010,0.020733333333333333,0.020833333333333332,0.021066666666666668,0.020399999999999998,0.8999999999999986
2022-03-27,296296.4516129032,163.03857142857143,53.66428571428572,20.0,176.58714285714285,53.66428571428572,20.0,37.34810936,5626.0,6268.0,1.31905,54.24,52.83,54.24,52.01,12570,0.0235,0.023433333333333334,0.023866666666666668,0.023033333333333333,2.230000000000004
2022-04-03,294546.4,162.0157142857143,52.95,20.0,176.06285714285715,52.95,20.0,29.65142714,4724.0,6067.0,1.31145,49.65,49.3,49.75,48.23,11250,0.024433333333333335,0.024133333333333333,0.024433333333333335,0.023933333333333334,1.5200000000000031
2022-04-10,296266.3,161.79857142857142,52.95,20.0,176.18857142857144,52.95,20.0,26.8638503,6165.0,6347.0,1.30183,48.27,48.28,48.41,47.71,16840,0.0275,0.026699999999999998,0.027833333333333335,0.026633333333333332,0.6999999999999957
2022-04-17,297986.2,161.68571428571428,52.95,20.0,175.9714285714286,52.95,20.0,31.89736627,6647.0,4763.0,1.306,51.34,51.1,51.45,50.96,54000,0.03018,0.029240000000000002,0.03214,0.029240000000000002,0.490000000000002
2022-04-24,299706.1,161.81571428571428,52.95,20.0,176.27285714285716,52.95,20.0,39.71487406,6222.0,6073.0,1.28395,50.91,51.24,51.3,50.55,22280,0.028333333333333332,0.028133333333333333,0.029066666666666668,0.027700000000000002,0.75
2022-05-01,301426.0,162.38857142857142,52.95,20.0,176.9557142857143,52.95,20.0,40.44242231,5852.0,5689.0,1.25735,51.97,51.79,52.65,51.65,17820,0.031799999999999995,0.030449999999999998,0.032100000000000004,0.0303,1.0
2022-05-08,299406.1612903226,163.50857142857143,52.95,20.0,178.2,52.95,20.0,42.47932301,5860.0,6246.0,1.23395,54.15,53.42,54.36,53.13,"24,020",0.03216666666666667,0.0349,0.035500000000000004,0.032,1.2299999999999969
2022-05-15,297386.32258064515,164.88857142857142,52.95,20.0,179.48714285714286,52.95,20.0,41.87895604,5846.0,6079.0,1.2265,52.74,51.8,52.9,51.64,"9,130",0.0328,0.03253333333333333,0.03383333333333333,0.0321,1.259999999999998
2022-05-22,295366.48387096776,167.23285714285714,52.95,20.0,180.94714285714286,52.95,20.0,41.79764682,5931.0,6140.0,1.24885,52.86,52.56,53.07,52.56,"4,810",0.034866666666666664,0.033966666666666666,0.035,0.03303333333333333,0.509999999999998
2022-05-29,293346.6451612903,169.96428571428572,52.95,20.0,182.09428571428572,52.95,20.0,41.99959067,6405.0,5988.0,1.26291,54.97,54.85,55.33,54.54,"12,740",0.03593333333333333,0.0364,0.03673333333333333,0.0354,0.7899999999999991
2022-06-05,294448.2,174.32857142857145,52.95,20.0,184.5557142857143,52.95,20.0,44.0509131,5719.0,5457.0,1.24885,56.47,56.11,56.71,55.95,"16,020",0.03782,0.036180000000000004,0.03792,0.03586,0.759999999999998
2022-06-12,297890.8,181.45285714285714,52.95,20.0,189.6457142857143,52.95,20.0,41.56653643,5570.0,6139.0,1.23165,58.24,59.02,59.63,57.72,"18,450",0.03556666666666666,0.0362,0.0369,0.035166666666666666,1.9100000000000037
2022-06-19,301333.4,186.23285714285714,52.95,20.0,194.2357142857143,52.95,20.0,40.7836602,5423.0,6137.0,1.22255,54.89,57.62,58.09,54.69,"14,300",0.02843333333333333,0.028733333333333333,0.028900000000000002,0.028233333333333333,3.4000000000000057
2022-06-26,304776.0,190.34714285714287,52.95,20.0,198.35,52.95,20.0,41.32088799,5897.0,6105.0,1.22645,54.19,52.27,54.07,52.08,"13,280",0.0261,0.025733333333333334,0.0263,0.0253,1.990000000000002
2022-07-03,307296.7419354839,191.46142857142857,52.95,20.0,199.17857142857142,52.95,20.0,41.42197584,5672.0,6016.0,1.2105,54.59,53.57,55.31,53.34,"47,810",0.024166666666666666,0.0236,0.0243,0.0234,1.9699999999999989
2022-07-10,307512.8387096774,190.76142857142858,52.95,20.0,198.80857142857144,52.95,20.0,42.8569626,5797.0,6084.0,1.20295,52.62,51.52,52.66,51.3,"12,790",0.026033333333333332,0.0258,0.026766666666666664,0.025666666666666667,1.3599999999999994
2022-07-17,307728.93548387097,189.1642857142857,52.95,20.0,197.70285714285714,52.95,20.0,41.82730725,5530.0,5949.0,1.18545,49.85,48.48,50.0,48.28,"10,020",0.029766666666666667,0.028733333333333333,0.0298,0.028366666666666665,1.7199999999999989
2022-07-24,307945.03225806454,186.93142857142857,52.95,20.0,196.1157142857143,52.95,20.0,42.24173472,5716.0,5710.0,1.20045,51.35,51.25,51.25,50.54,"4,890",0.03476666666666667,0.03333333333333333,0.035,0.03323333333333334,0.7100000000000009
2022-07-31,308161.12903225806,183.31714285714287,52.95,20.0,193.44571428571427,52.95,20.0,42.20180204,5672.0,5710.0,1.2175,53.94,52.6,54.34,52.54,"11,230",0.03323333333333334,0.03343333333333333,0.03373333333333334,0.032633333333333334,1.8000000000000043
2022-08-07,307778.5806451613,178.37285714285713,52.95,20.0,189.14000000000001,52.95,20.0,42.85003876,5651.0,5917.0,1.20725,49.21,48.72,49.3,47.87,"12,970",0.03256666666666667,0.03286666666666667,0.033133333333333334,0.031933333333333334,1.4299999999999997
2022-08-14,307296.2580645161,174.68285714285713,52.95,20.0,185.63571428571427,52.95,20.0,42.05011295,5606.0,5930.0,1.214175,50.76,51.59,51.8,50.55,"10,640",0.036000000000000004,0.036033333333333334,0.0363,0.03503333333333333,1.25
2022-08-21,306813.93548387097,171.57571428571427,52.95,20.0,183.23999999999998,52.95,20.0,43.06640718,5678.0,5926.0,1.18295,50.41,49.5,50.47,49.26,"3,050",0.03966666666666666,0.03813333333333333,0.04023333333333333,0.037866666666666667,1.2100000000000009
2022-08-28,306331.6129032258,170.2657142857143,52.95,20.0,183.16,52.95,20.0,41.61037622,5767.0,5701.0,1.17495,51.24,52.1,52.44,50.92,"15,460",0.0381,0.039099999999999996,0.039150000000000004,0.03795,1.519999999999996
